Record Info,Last Modified User,Last Modified Date,ID,Member Name,Primary Domain,Start Date,End Date,Funding Type,Status,Peer Reviewed?,Industry Grant?,Role,Short Title,Title,Application Summary,Grant Purpose,Area,Principal Investigator,Co-Investigators,Grant and/or Account #,Administered By,Funding Source,Project,Currency,Received Amount,Total Amount,Member Share,Monetary,Rpt,Hours Per Week,Personnel Paid,Rnw,Education Grant,Duplicate Reported,Other Details (doesn't print),Year
,"Gould, Derrick",7/28/2011 3:04:22 PM,1382,"Clark, William",Medicine,1997/07,1999/06,Grants,Funded,True,False,Co-investigator,,Evaluation in the role of antibodies in HUS,,Operating,Research,Dr. Gail Rock,,,,Kidney Foundation of Canada (KFC),,,,"$21,197,144.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:32 PM,1383,"Clark, William",Medicine,1996/07,1998/06,Grants,Funded,True,False,Principal Investigator,,SDG lignans in experimental lupus nephritis,,Operating,Research,William Clark,,,,Kidney Foundation of Canada (KFC),,,,"$50,335,685.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:22 PM,1384,"Clark, William",Medicine,1995/07,1996/06,Grants,Funded,True,False,Principal Investigator,,"Flaxseed in lupus nephritis: a prospective randomized, crossover study",,Operating,Research,William Clark,,,,University of Western Ontario Department of Medicine Pooled Research Funds,,,,"$51,015,225.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:22 PM,1385,"Clark, William",Medicine,1995/07,1996/06,Grants,Funded,True,False,Principal Investigator,,Flaxseed in diabetic nephropathy: a dosing study,,Clinical Trial,Research,Dr. W. F. Clark,,,,University of Western Ontario Department of Medicine Pooled Research Funds,,,,"$44,522,283.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:22 PM,1386,"Clark, William",Medicine,1995/07,1996/06,Grants,Funded,True,False,Principal Investigator,,Flaxseed in diabetic nephropathy,,Clinical Trial,Research,Dr. Ann Hall,,,,University of Western Ontario Medical Trust Fund,,,,"$58,688,378.00",,,0,,,0,False,,,
,"Leinweber-Miller, Shawn",3/6/2012 9:08:48 AM,1387,"Clark, William",Medicine,1994/07,1995/06,Grants,Funded,True,False,Principal Investigator,,Flaxseed in a rat model of chronic renal allograft rejection,,Clinical Trial,Research,Dr. Anwar Parbtani,,,,Victoria Hospital Research Development Fund,,,,"$29,071,862.00",,,0,,,0,False,False,,
,"Gould, Derrick",7/28/2011 3:04:22 PM,1388,"Clark, William",Medicine,1993/07,1995/06,Grants,Funded,True,False,Co-investigator,,"Effects of HUS on cognitive, academic and behavioural functioning",,Operating,Research,Dr. Peter Rowe,,,,NHRDP,,,,"$65,388,247.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:22 PM,1389,"Clark, William",Medicine,1993/07,1995/06,Grants,Funded,True,False,Principal Investigator,,Flaxseed in lupus nephritis,,Clinical Trial,Research,William Clark,,,,Kidney Foundation of Canada (KFC),,,,"$34,482,223.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:54 PM,1390,"Clark, William",Medicine,1993/07,1994/06,Grants,Funded,False,False,Principal Investigator,,Flaxseed in lupus nephritis,,Clinical Trial,Research,William Clark,,,,Ross Laboratories,,,,"$47,514,013.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:44 PM,1391,"Clark, William",Medicine,1991/07,1992/06,Grants,Funded,False,False,Principal Investigator,,Dietary therapies in rat remnant nephron model Clinical Project BF20,,Operating,Research,William Clark,,,,Ross Laboratories,,,,"$23,871,791.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:22 PM,1392,"Clark, William",Medicine,1990/07,1993/06,Grants,Funded,True,False,Principal Investigator,,Fish oil therapy in SLE,,Operating,Research,Dr. W. F. Clark,,,,Kidney Foundation of Canada (KFC),,,,"$54,147,063.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:44 PM,1393,"Clark, William",Medicine,1988/07,1999/06,Grants,Funded,True,False,Principal Investigator,,Chronic progressive model of renal injury,,Operating,Research,William Clark,,,,Pooled Research Funds Committee,,,,"$3,409,922.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:44 PM,1394,"Clark, William",Medicine,1987/07,1988/06,Grants,Funded,False,False,Principal Investigator,,Effects of single and multiple doses of Itazigrel on platelet aggregation in patients with carotid and peripheral atherosclerosis,,Clinical Trial,Research,,,,,Upjohn Clinical Research Unit,,,,"$404,843.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:54 PM,1395,"Clark, William",Medicine,1987/07,1988/06,Grants,Funded,True,False,Principal Investigator,,Platelet release reaction – association with renal hyperfiltration and the evolution of glomerulosclerosis – a final common pathway,,Operating,Research,William Clark,,,,Pooled Research Funds Committee,,,,"$74,147,648.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:44 PM,1396,"Clark, William",Medicine,1987/07,1988/06,Grants,Funded,True,False,Principal Investigator,,Acute effects of eicosapentaenoic acid in patients with SLE,,Operating,Research,William Clark,,,,Physicians Services Incorporated Foundation (The) (PSI),,,,"$25,208,931.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:32 PM,1397,"Clark, William",Medicine,1987/07,1988/06,Grants,Funded,True,False,Principal Investigator,,Platelet release reaction – association with renal hyperfiltration and the evolution of glomerulosclerosis – final common pathway,,Operating,Research,William Clark,,,,Medical Research Council of Canada (MRC),,,,"$58,841,017.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:44 PM,1398,"Clark, William",Medicine,1985/07,1986/06,Grants,Funded,False,False,Principal Investigator,,Effects of thromboxane synthase inhibitor in the treatment of NZB/NZW F–1 lupus mice: comparison of different drug dosage,,Clinical Trial,Research,William Clark,,,,Victoria-Upjohn Clinical Research Unit,,,,"$28,084,913.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:54 PM,1399,"Clark, William",Medicine,1985/07,1986/06,Grants,Funded,False,False,Principal Investigator,,PGE-1 and thomboxane synthase inhibitor treatment in mice with lupus-like syndrome,,Clinical Trial,Research,William Clark,,,,Victoria-Upjohn Clinical Research Unit,,,,"$62,610,570.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:09 PM,1400,"Clark, William",Medicine,1985/07,1986/06,Grants,Funded,True,False,Principal Investigator,,Antiplatelet therapy in murine lupus,,Operating,Research,William Clark,,,,Kidney Foundation of Canada (KFC),,,,"$12,056,660.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:32 PM,1401,"Clark, William",Medicine,1985/07,1986/06,Grants,Funded,True,False,Principal Investigator,,The role of platelets in experimental lupus nephritis in NZB/NZW F-1 mice,,Operating,Research,William Clark,,,,Kidney Foundation-Ontario Branch,,,,"$72,125,054.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:32 PM,1402,"Clark, William",Medicine,1984/07,1987/06,Grants,Funded,True,False,Principal Investigator,,Platelet immune complex interaction in the immunopathogenesis of renal disease,,Operating,Research,William Clark,,,,Medical Research Council of Canada (MRC),,,,"$59,768,871.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:32 PM,1403,"Clark, William",Medicine,1984/07,1987/06,Grants,Funded,True,False,Principal Investigator,,Platelet associated IgG in SLE,,Operating,Research,William Clark,,,,Kidney Foundation-Ontario Branch,,,,"$46,819,447.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:32 PM,1404,"Clark, William",Medicine,1982/07,1984/06,Grants,Funded,True,False,Principal Investigator,,Platelet immune complex interaction in the immunopathogenesis of renal disease,,Operating,Research,William Clark,,,,Medical Research Council of Canada (MRC),,,,"$67,228,820.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:32 PM,1405,"Clark, William",Medicine,1980/07,1983/06,Grants,Funded,True,False,Principal Investigator,,Plasmapheresis in SLE diffuse proliferative glomerulonephritis,,Operating,Research,William Clark,,,,Physicians Services Incorporated Foundation (The) (PSI),,,,"$14,814,259.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:32 PM,1406,"Clark, William",Medicine,1982/07,1983/06,Grants,Funded,True,False,Principal Investigator,,Retrospective analysis of immune parameters and disease activity Platelet immune complex interaction,,Operating,Research,William Clark,,,,Kidney Foundation of Canada (KFC),,,,"$33,311,663.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:22 PM,1407,"Clark, William",Medicine,1980/07,1982/06,Grants,Funded,True,False,Principal Investigator,,Interaction of immune complexes and platelets in plasma,,Operating,Research,William Clark,,,,Medical Research Council of Canada (MRC),,,,"$32,367,332.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:54 PM,1408,"Clark, William",Medicine,1980/07,1981/06,Grants,Funded,True,False,Principal Investigator,,Plasmapheresis in SLE diffuse proliferative glomeruonephritis,,Operating,Research,William Clark,,,,Pooled Research Funds Committee,,,,"$30,200,578.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:54 PM,1409,"Clark, William",Medicine,1979/07,1980/06,Grants,Funded,True,False,Principal Investigator,,Plasmapheresis in SLE diffuse proliferative glomeruonephritis-a pilot study,,Operating,Research,William Clark,,,,Pooled Research Funds Committee,,,,"$14,409,250.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:32 PM,1410,"Clark, William",Medicine,1979/07,1980/06,Grants,Funded,True,False,Principal Investigator,,Platelets in renal disease,,Operating,Research,William Clark,,,,Kidney Foundation-Ontario Branch,,,,"$38,828,046.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:32 PM,1411,"Clark, William",Medicine,1979/07,1980/06,Grants,Funded,True,False,Principal Investigator,,Pathogenesis of scarring in immune complex nephritis with particular reference to the role of the platelet,,Operating,Research,William Clark,,,,Medical Research Council of Canada (MRC),,,,"$69,297,759.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:04:32 PM,1412,"Clark, William",Medicine,1977/07,1979/06,Grants,Funded,True,False,Principal Investigator,,Platelet and immune complex nephritis,,Operating,Research,William Clark,,,,Medical Research Council of Canada (MRC),,,,"$37,449,420.00",,,0,,,0,False,,,
Draft,"Gould, Derrick",7/28/2011 3:04:32 PM,1475,"Brymer, Chris",Medicine,1993,1994,Grants,Funded,False,False,Principal Investigator,,"Nimodipine for Geriatric Urge Incontinence: A randomized, double-blind, placebo-controlled, crossover trial.",,Clinical Trial,Research,"Brymer C, Naglie G, Radomski S, Lemieux MC",,,,Physicians Services Incorporated Foundation (The) (PSI),,,,"$67,388,948.00",,,0,,,0,False,,,
Draft,"Madigan, Cindy",1/31/2013 2:54:04 PM,1477,"Brymer, Chris",Medicine,1996,,Grants,Funded,False,False,Principal Investigator,,The Prevalence of Urinary Retention in Institutional and Community Settings.,,Clinical Trial,Research,"Borrie MJ, Brymer CD",,,,The Parkwood Foundation,,,,"$49,514,713.00",,,0,,,0,False,False,,
Draft,"Madigan, Cindy",1/31/2013 2:54:23 PM,1478,"Brymer, Chris",Medicine,1996,,Grants,Funded,False,False,Principal Investigator,,"The SMILE (Substance Misuse in London's Elderly) Project - A Community Based Approach. 1996. St. Mary's Fund. $97,000.00. ($25,000.00 extension awarded May 1997).",,Clinical Trial,Research,"Brymer C, Rusnell I",,,,St. Mary's Fund,,,,"$60,051,020.00",,,0,,,0,False,False,,
Draft,"Madigan, Cindy",1/31/2013 2:53:39 PM,1479,"Brymer, Chris",Medicine,1997/05,,Grants,Funded,False,False,Principal Investigator,,The SMILE (Substance Misuse in London's Elderly) Project - A Community Based Approach.,,Clinical Trial,Research,"Brymer C, Rusnell I",,,,St. Mary's Fund,,,,"$62,449,268.00",,,0,,,0,False,False,,
Draft,"Madigan, Cindy",1/31/2013 2:53:12 PM,1480,"Brymer, Chris",Medicine,1997/10,,Grants,Funded,False,False,Principal Investigator,,Development and Validation of an Inappropriate Prescribing in the Elderly Tool (IPET).,,Clinical Trial,Research,"Brymer C, Naugler C, Stolee P",,,,St. Joseph’s Health Centre Innovations in Patient/Resident Care Fund,,,,"$32,753,831.00",,,0,,,0,False,False,,
Draft,"Madigan, Cindy",1/31/2013 2:51:39 PM,1481,"Brymer, Chris",Medicine,1998/03,,Grants,Funded,False,False,Principal Investigator,,Determining Predictors of Adherence to Recommendations of Geriatric Outreach Team Assessments.,,Clinical Trial,Research,"Stolee P, Brymer C, Borrie M, Griffiths N.",,,,The Parkwood Foundation,,,,"$535,716.00",,,0,,,0,False,False,,
Draft,"Madigan, Cindy",1/31/2013 2:52:41 PM,1482,"Brymer, Chris",Medicine,1999/03,,Grants,Funded,False,False,Principal Investigator,,Application of the Inappropriate Prescribing in the Elderly Tool (IPET) in a Long Term Care Setting.,,Clinical Trial,Research,"Brymer C, Stolee P, Feightner J, Viana L, Gill S.",,,,Parkwood Foundation,,,,"$25,440,337.00",,,0,,,0,False,False,,
Draft,"Madigan, Cindy",1/31/2013 2:49:18 PM,1483,"Brymer, Chris",Medicine,2000,,Grants,Funded,False,False,Principal Investigator,,Prevalence and Predictors of Durable Functional Gains.,,Clinical Trial,Research,"Brymer C, Crilly R, Dasgupta M, Wanger K, Beaton C",,,,The Parkwood Geriatric Day Hospital,,,,"$47,256,184.00",,,0,,,0,False,False,,
Draft,"Gould, Derrick",7/28/2011 3:04:54 PM,1604,"Dasgupta, Monidipa",Medicine,2004,2004/04,Grants,Funded,True,False,,,Hepatic Cytochrome Polymorphism and Response to Galantamine,,Clinical Trial,Research,,,,,Lawson Health Research Institute,Internal Research Fund Spring Competition,,,"$34,880,196.00",,,0,,,0,False,,,
Draft,"Heal, Julie",12/6/2012 11:23:25 AM,1626,"Blake, Peter",Medicine,1993,1995,Grants,Funded,False,False,Principal Investigator,,The acute effects of amino acids and of their route of administration on hormonal mediators of metabolism in dialysis patients,,,,PG Blake,,,,Physicians Services Incorporated,,,,"$68,136,620.00",,,0,,,0,False,False,,
Draft,"Heal, Julie",12/6/2012 11:24:01 AM,1627,"Blake, Peter",Medicine,1993,1995,Grants,Funded,False,False,Principal Investigator,,Malnutrition in dialysis patients,,,,PG Blake,,,,Victoria Hospital Pooled Research Fund,,,,"$35,228,751.00",,,0,,,0,False,False,,
Draft,"Heal, Julie",12/6/2012 11:26:58 AM,1628,"Blake, Peter",Medicine,1993,1993,Grants,Funded,False,True,Principal Investigator,,Modification of an amino acid solution for peritoneal dialysis to reduce risk of acidemia,,,,Jones M,"Martis L, Oreopoulos DG, PG Blake (20% co-investigator)",,,Baxter USA,,,,"$12,670,592.00",,,0,,,0,False,False,,
Draft,"Heal, Julie",12/6/2012 11:29:18 AM,1629,"Blake, Peter",Medicine,1996,1997,Grants,Funded,False,True,Principal Investigator,,What is the optimal APD prescription?,,,,PG Blake,DG Oreopoulos,,,Baxter Canada,,,,"$43,536,268.00",,,0,,,0,False,False,,
Draft,"Heal, Julie",12/6/2012 11:29:52 AM,1630,"Blake, Peter",Medicine,1996,1998,Grants,Funded,False,True,Collaborator,,Comparison of local tolerability of subcutaneous injections of Epoietin alpha with citrate buffer and with phosphate buffer,,,,PG Blake and investigators at 3 other sites (25%),,,,"Ortho, McNeil Inc",,CND,,"$54,722,668.00",,,0,,,0,False,False,,
Draft,"Heal, Julie",12/6/2012 11:27:33 AM,1631,"Blake, Peter",Medicine,1995,1996,Grants,Funded,False,True,Principal Investigator,,Verification of performance data on the Focus series of dialyzers,,,,PG Blake,,,,National Medical Care,,,,"$59,133,584.00",,,0,,,0,False,False,,
Draft,"Heal, Julie",12/6/2012 11:28:13 AM,1632,"Blake, Peter",Medicine,1995,1997,Grants,Funded,False,True,Co-Investigator,,Evaluation of a blood volume monitor in routine hemodialysis,,,,RM Lindsay,"PG Blake, Kortas C, Clark WF (25% co-investigator)",,,Hospal-Gambro Inc,,,,"$66,165,033.00",,,0,,,0,False,False,,
Draft,"Heal, Julie",12/6/2012 11:31:12 AM,1633,"Blake, Peter",Medicine,1997,1998,Grants,Funded,False,True,Principal Investigator,,Validation of PD Adequest for predicted versus measured clearances of dialysate and urine in PD patients,,,,PG Blake,multiple co-investigators,,,Baxter USA,,,,"$35,580,392.00",,,0,,,0,False,False,,
Draft,"Heal, Julie",12/6/2012 11:32:32 AM,1634,"Blake, Peter",Medicine,1998,2000,Grants,Funded,False,True,Principal Investigator,,A study to evaluate the safety of a 7.5% Icodextrin peritoneal dialysis solution in patients treated with peritoneal dialysis (PD) in North America,,,,PG Blake,multiple co-investigators,,,Baxter USA,,,,"$61,865,890.00",,,0,,,0,False,False,,
Draft,"Heal, Julie",12/6/2012 11:31:52 AM,1635,"Blake, Peter",Medicine,1998,2000,Grants,Funded,False,True,Principal Investigator,,A study to evaluate the safety and efficacy of a 7.5% Icodextrin peritoneal dialysis solution in patients treated with continuous ambulatory peritoneal dialysis (PD) in North America,,,,PG Blake,multiple co-investigators,,,Baxter USA,,,,"$52,704,110.00",,,0,,,0,False,False,,
Draft,"Heal, Julie",12/6/2012 11:33:08 AM,1636,"Blake, Peter",Medicine,1999,2000,Grants,Funded,False,True,Principal Investigator,,Investigation of iron status in predialysis patients,,,,PG Blake,,,,Janssen Ortho,,,,"$35,280,637.00",,,0,,,0,False,False,,
Draft,"Heal, Julie",12/6/2012 11:33:52 AM,1637,"Blake, Peter",Medicine,1999,2001,Grants,Funded,False,True,Principal Investigator,,Establishment of pre-dialysis clinic database,,,,PG Blake (principal investigator),,,,Ortho Biotech,,,,"$62,704,420.00",,,0,,,0,False,False,,
Draft,"Heal, Julie",12/6/2012 11:35:31 AM,1638,"Blake, Peter",Medicine,2000,2001,Grants,Funded,False,True,Principal Investigator,,A study evaluating the initiation and titration of fixed doses of Novel Erythropoiesis Stimulating Protein (NESP) therapy in subjects with chronic renal insufficiency (CRI),,,,PG Blake,multiple co-investigators,,,,,,,"$29,309,419.00",,,0,,,0,False,False,,
Draft,"Heal, Julie",12/6/2012 11:35:00 AM,1639,"Blake, Peter",Medicine,2000,2001,Grants,Funded,False,True,Co-Principal Investigator,,The use of intravenous Ferrlecit in patients with chronic renal failure and iron deficiency.,,,,"PG Blake, one of four co-principal investigators",,,,Schein Parmaceuticals,,,,"$40,214,461.00",,,0,,,0,False,False,,
Draft,"Heal, Julie",12/6/2012 11:35:58 AM,1640,"Blake, Peter",Medicine,2001,2001,Grants,Funded,False,True,Principal Investigator,,Comparison of EPREX injections delivered by 3-bevelled vs.5-bevelled needle in hemodialysis patients,,,,PG Blake,,,,Ortho Biotech 2001,,,,"$20,630,276.00",,,0,,,0,False,False,,
Draft,"Heal, Julie",12/6/2012 11:39:08 AM,1641,"Blake, Peter",Medicine,2003,2008,Grants,Funded,False,False,Co-Investigator,,Investigation of dendritic cells in peritoneal effluent,,,,JA Madrenas,,,,,,,,"$48,358,077.00",,,0,,,0,False,False,,
Draft,"Haddara, Wael",3/21/2010 1:03:45 PM,1642,"Haddara, Wael",Medicine,2003,present,Clinical Trials,Funded,True,False,Co-Investigator,,Multiple Organ Transplant Program - “Thyroxine in Organ Donors”,,Clinical Trial,Research,WMR Haddara,"Dr Michael Sharpe, Division of Critical Care Medicine, University of Western Ontario, London, ON.",,,MOTS,,CAD = Canadian dollar,,"$51,862,083.00",,Cash,0,,,0,False,False,,
,"Pegg, Ruth",10/7/2010 11:15:16 AM,1646,"Boughner, Derek",Medicine,2007/07,2010/06,Grants,Funded,True,False,Principal Investigator,,A tissue engineering approach to bioprosthetic heart valve design,,Operating,Research,Dr. D. Boughner,"Dr. K. Rogers, Dr.J.Lacefield",,* UWO,HSFO,,CAD = Canadian dollar,,"$63,625,204.00",,,0,,,0,False,False,,
,"Gould, Derrick",7/28/2011 3:01:14 PM,1647,"House, Andrew",Medicine,2007/07,2008/06,Grants,Funded,True,False,Co-Investigator,,N-Acetylcysteine and the effect on tubular secretion of creatinine in patients with chronic kidney disease,,Operating,Research,Louise Moist,A. House,,,PSI Foundation.,,,,"$52,142,808.00",,,0,,,0,False,,,
,"Gould, Derrick",7/28/2011 3:02:33 PM,1648,"House, Andrew",Medicine,2006/09,2011/08,Grants,Funded,True,False,Co-Investigator,,ACE-inhibition for the preservation of renal function and patient survival in kidney transplantation,,Operating,Research,Norman Muirhead,A. House,,,Canadian Institutes of Health Research (CIHR),,,,"$7,129,464.00",,,0,,,0,False,,,
